Config, Result
raidz2/write/6disk2vdev/generaluse,109.666
raidz2/write/6disk2vdev/worstcase,74.166
raidz2/rw/3/bestcase Read,77.950
raidz2/rw/3/bestcase Write,79.216
raidz2/rw/3/generaluse Read,46.433
raidz2/rw/3/generaluse Write,46.666
raidz2/rw/3/worstcase Read,39.850
raidz2/rw/3/worstcase Write,39.816
raidz2/rw/4/bestcase Read,105.500
raidz2/rw/4/bestcase Write,106.000
raidz2/rw/4/generaluse Read,58.583
raidz2/rw/4/generaluse Write,58.966
raidz2/rw/4/worstcase Read,41.450
raidz2/rw/4/worstcase Write,41.416
raidz2/rw/5/bestcase Read,120.500
raidz2/rw/5/bestcase Write,121.500
raidz2/rw/5/generaluse Read,63.150
raidz2/rw/5/generaluse Write,63.566
raidz2/rw/5/worstcase Read,43.250
raidz2/rw/5/worstcase Write,43.166
raidz2/rw/6/bestcase Read,133.333
raidz2/rw/6/bestcase Write,134.000
raidz2/rw/6/generaluse Read,74.066
raidz2/rw/6/generaluse Write,74.750
raidz2/rw/6/worstcase Read,45.333
raidz2/rw/6/worstcase Write,45.250
raidz2/rw/6disk2vdev/bestcase Read,116.000
raidz2/rw/6disk2vdev/bestcase Write,116.333
raidz2/rw/6disk2vdev/generaluse Read,74.400
raidz2/rw/6disk2vdev/generaluse Write,74.950
raidz2/rw/6disk2vdev/worstcase Read,44.733
raidz2/rw/6disk2vdev/worstcase Write,44.666
raidz2/randread/3/bestcase,60.933
raidz2/randread/3/generaluse,36.266
raidz2/randread/3/worstcase,.439
raidz2/randread/4/bestcase,56.266
raidz2/randread/4/generaluse,22.916
raidz2/randread/4/worstcase,.360
raidz2/randread/5/bestcase,58.216
raidz2/randread/5/generaluse,20.200
raidz2/randread/5/worstcase,.341
raidz2/randread/6/bestcase,60.566
raidz2/randread/6/generaluse,20.383
raidz2/randread/6/worstcase,.361
raidz2/randread/6disk2vdev/bestcase,67.583
raidz2/randread/6disk2vdev/generaluse,76.633
raidz2/randread/6disk2vdev/worstcase,.479
raidz2/randwrite/3/bestcase,101.833
raidz2/randwrite/3/generaluse,29.533
raidz2/randwrite/3/worstcase,1.251
raidz2/randwrite/4/bestcase,140.666
raidz2/randwrite/4/generaluse,33.833
raidz2/randwrite/4/worstcase,1.291
raidz2/randwrite/5/bestcase,160.000
raidz2/randwrite/5/generaluse,36.433
raidz2/randwrite/5/worstcase,1.302
raidz2/randwrite/6/bestcase,167.166
raidz2/randwrite/6/generaluse,37.366
raidz2/randwrite/6/worstcase,1.394
raidz2/randwrite/6disk2vdev/bestcase,150.500
raidz2/randwrite/6disk2vdev/generaluse,42.833
raidz2/randwrite/6disk2vdev/worstcase,1.410
raidz2/randrw/3/bestcase Read,36.750
raidz2/randrw/3/bestcase Write,38.533
raidz2/randrw/3/generaluse Read,11.309
raidz2/randrw/3/generaluse Write,11.467
raidz2/randrw/3/worstcase Read,.200
raidz2/randrw/3/worstcase Write,.208
raidz2/randrw/4/bestcase Read,38.916
raidz2/randrw/4/bestcase Write,40.683
raidz2/randrw/4/generaluse Read,8.860
raidz2/randrw/4/generaluse Write,9.064
raidz2/randrw/4/worstcase Read,.168
raidz2/randrw/4/worstcase Write,.175
raidz2/randrw/5/bestcase Read,41.450
raidz2/randrw/5/bestcase Write,43.133
raidz2/randrw/5/generaluse Read,8.770
raidz2/randrw/5/generaluse Write,8.996
raidz2/randrw/5/worstcase Read,.159
raidz2/randrw/5/worstcase Write,.166
raidz2/randrw/6/bestcase Read,42.783
raidz2/randrw/6/bestcase Write,44.633
raidz2/randrw/6/generaluse Read,8.360
raidz2/randrw/6/generaluse Write,8.523
raidz2/randrw/6/worstcase Read,.172
raidz2/randrw/6/worstcase Write,.180
raidz2/randrw/6disk2vdev/bestcase Read,44.166
raidz2/randrw/6disk2vdev/bestcase Write,46.050
raidz2/randrw/6disk2vdev/generaluse Read,18.666
raidz2/randrw/6disk2vdev/generaluse Write,18.866
raidz2/randrw/6disk2vdev/worstcase Read,.226
raidz2/randrw/6disk2vdev/worstcase Write,.233
raidz3/read/4/bestcase,192.166
raidz3/read/4/generaluse,81.066
raidz3/read/4/worstcase,188.000
raidz3/read/5/bestcase,389.500
raidz3/read/5/generaluse,358.000
raidz3/read/5/worstcase,174.666
raidz3/read/6/bestcase,404.333
raidz3/read/6/generaluse,267.500
raidz3/read/6/worstcase,162.333
raidz3/write/4/bestcase,106.833
raidz3/write/4/generaluse,76.350
raidz3/write/4/worstcase,63.966
raidz3/write/5/bestcase,146.000
raidz3/write/5/generaluse,96.966
raidz3/write/5/worstcase,72.750
raidz3/write/6/bestcase,165.666
raidz3/write/6/generaluse,103.833
raidz3/write/6/worstcase,73.950
raidz3/rw/4/bestcase Read,78.833
raidz3/rw/4/bestcase Write,80.000
raidz3/rw/4/generaluse Read,32.766
raidz3/rw/4/generaluse Write,32.883
raidz3/rw/4/worstcase Read,40.066
raidz3/rw/4/worstcase Write,40.016
raidz3/rw/5/bestcase Read,103.833
raidz3/rw/5/bestcase Write,104.500
raidz3/rw/5/generaluse Read,64.350
raidz3/rw/5/generaluse Write,64.833
raidz3/rw/5/worstcase Read,42.300
raidz3/rw/5/worstcase Write,42.266
raidz3/rw/6/bestcase Read,112.333
raidz3/rw/6/bestcase Write,113.333
raidz3/rw/6/generaluse Read,56.316
raidz3/rw/6/generaluse Write,56.616
raidz3/rw/6/worstcase Read,41.950
raidz3/rw/6/worstcase Write,41.900
raidz3/randread/4/bestcase,58.850
raidz3/randread/4/generaluse,11.183
raidz3/randread/4/worstcase,.391
raidz3/randread/5/bestcase,61.550
raidz3/randread/5/generaluse,27.800
raidz3/randread/5/worstcase,.394
raidz3/randread/6/bestcase,55.466
raidz3/randread/6/generaluse,19.316
raidz3/randread/6/worstcase,.344
raidz3/randwrite/4/bestcase,101.433
raidz3/randwrite/4/generaluse,24.500
raidz3/randwrite/4/worstcase,1.235
raidz3/randwrite/5/bestcase,134.000
raidz3/randwrite/5/generaluse,37.116
raidz3/randwrite/5/worstcase,1.395
raidz3/randwrite/6/bestcase,150.166
raidz3/randwrite/6/generaluse,34.583
raidz3/randwrite/6/worstcase,1.262
raidz3/randrw/4/bestcase Read,36.100
raidz3/randrw/4/bestcase Write,37.916
raidz3/randrw/4/generaluse Read,4.952
raidz3/randrw/4/generaluse Write,4.995
raidz3/randrw/4/worstcase Read,.187
raidz3/randrw/4/worstcase Write,.194
raidz3/randrw/5/bestcase Read,41.000
raidz3/randrw/5/bestcase Write,42.750
raidz3/randrw/5/generaluse Read,10.866
raidz3/randrw/5/generaluse Write,11.133
raidz3/randrw/5/worstcase Read,.187
raidz3/randrw/5/worstcase Write,.194
raidz3/randrw/6/bestcase Read,39.950
raidz3/randrw/6/bestcase Write,41.683
raidz3/randrw/6/generaluse Read,8.287
raidz3/randrw/6/generaluse Write,8.449
raidz3/randrw/6/worstcase Read,.163
raidz3/randrw/6/worstcase Write,.169
